id,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
356772,21, ?, HS-grad, Never-married, ?, Unmarried, White, Female,40, United-States, <=50K
364782,38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
198385,55, Private, 7th-8th, Widowed, Other-service, Unmarried, White, Female,20, ?, <=50K
329301,31, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,55, United-States, <=50K
254859,17, Self-emp-inc, 11th, Never-married, Prof-specialty, Own-child, White, Male,20, United-States, <=50K
203488,31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, United-States, >50K
222800,25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
96452,39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K
170050,50, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
116580,38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,20, United-States, >50K
400004,50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, <=50K
183608,63, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
194055,31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
210443,23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
43272,18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
108945,43, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,48, United-States, <=50K
114691,34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
304169,18, Private, 11th, Never-married, Sales, Own-child, White, Male,35, United-States, <=50K
503923,46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, >50K
340428,35, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,40, United-States, >50K
106705,46, State-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,38, United-States, <=50K
146391,59, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
235389,31, Private, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, White, Female,30, Portugal, <=50K
39665,27, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,37, United-States, <=50K
113823,41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, England, <=50K
217826,42, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,40, ?, <=50K
349304,55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
197688,34, ?, HS-grad, Never-married, ?, Not-in-family, Black, Female,40, United-States, <=50K
54507,44, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
117833,26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States, <=50K
163396,36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K
88566,69, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,35, United-States, <=50K
323619,33, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
75755,30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
148903,35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,16, United-States, >50K
40915,25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K
182606,21, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,40, ?, <=50K
131033,18, Private, 11th, Never-married, Other-service, Other-relative, Black, Male,15, United-States, <=50K
168475,35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, >50K
121568,20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, United-States, <=50K
139098,26, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
357338,46, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
283268,31, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,36, United-States, <=50K
572751,40, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Mexico, >50K
315321,40, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,52, United-States, <=50K
120461,31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
65278,32, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
208503,23, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
112835,25, Local-gov, Masters, Never-married, Protective-serv, Not-in-family, White, Male,40, United-States, <=50K
265038,37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
89478,18, Private, Some-college, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
276229,55, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,38, United-States, <=50K
366232,52, Private, 9th, Divorced, Craft-repair, Unmarried, White, Female,40, Cuba, <=50K
152035,26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
205339,37, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, >50K
75995,39, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,45, United-States, <=50K
192236,62, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, >50K
188618,19, ?, Some-college, Never-married, ?, Own-child, White, Female,25, United-States, <=50K
229737,47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, >50K
199688,51, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
52953,55, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K
221043,30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, <=50K
115389,59, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,36, United-States, <=50K
204205,45, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,65, United-States, <=50K
338816,52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
197387,21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K
42485,31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,55, United-States, <=50K
367706,29, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,40, United-States, <=50K
102493,24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
263746,17, Private, 10th, Never-married, Other-service, Own-child, White, Male,24, United-States, <=50K
115358,47, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,40, United-States, <=50K
189680,46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
282622,32, ?, HS-grad, Divorced, ?, Unmarried, White, Female,28, United-States, <=50K
127651,34, Private, 10th, Never-married, Farming-fishing, Not-in-family, White, Male,44, ?, <=50K
230823,63, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,40, Cuba, <=50K
300812,21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,25, United-States, <=50K
174732,18, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male,36, United-States, <=50K
183710,49, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
137018,81, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,20, United-States, <=50K
213008,36, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
357848,47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
165799,36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
188571,39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, <=50K
97883,46, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,35, United-States, <=50K
105862,43, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
57424,39, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,35, United-States, <=50K
151476,29, Private, Some-college, Separated, Sales, Not-in-family, White, Female,40, United-States, <=50K
129583,23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,16, United-States, <=50K
180920,57, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,43, United-States, <=50K
182416,38, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, Black, Female,42, United-States, <=50K
251915,25, Private, Bachelors, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
187127,39, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
69045,24, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,40, Jamaica, <=50K
192869,56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States, >50K
74163,39, Private, 12th, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K
60847,23, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Female,60, United-States, <=50K
213055,17, ?, 11th, Never-married, ?, Not-in-family, Other, Female,20, United-States, <=50K
116057,67, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,16, United-States, <=50K
82393,41, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,50, United-States, <=50K
134181,24, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,50, United-States, <=50K
159910,51, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,40, United-States, >50K
117570,30, Self-emp-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,60, United-States, <=50K
214169,47, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, >50K
56331,56, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,32, United-States, <=50K
35576,51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,38, United-States, <=50K
149168,57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, <=50K
157165,34, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K
278130,24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
257200,57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
283122,38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, >50K
580248,23, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
230054,35, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
519006,58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,52, United-States, <=50K
37332,19, ?, HS-grad, Never-married, ?, Own-child, White, Female,12, United-States, <=50K
365871,19, ?, 7th-8th, Never-married, ?, Not-in-family, White, Male,40, Mexico, <=50K
235882,68, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K
336513,43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
115551,17, Private, 11th, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
50048,53, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
382802,37, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99, United-States, >50K
180303,21, ?, Bachelors, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,25, ?, <=50K
106023,63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
332379,31, Private, Some-college, Married-spouse-absent, Transport-moving, Unmarried, White, Male,50, United-States, <=50K
95465,29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
96102,43, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
36440,27, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,65, United-States, >50K
209384,25, Self-emp-not-inc, HS-grad, Never-married, Other-service, Other-relative, White, Male,32, United-States, <=50K
50814,28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
143865,54, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,35, United-States, <=50K
104661,74, ?, Some-college, Widowed, ?, Not-in-family, White, Female,12, United-States, <=50K
50442,31, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,32, United-States, <=50K
236601,23, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,48, United-States, <=50K
100999,19, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,30, United-States, <=50K
362685,39, ?, Preschool, Widowed, ?, Not-in-family, White, Female,20, El-Salvador, <=50K
32423,61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Female,40, United-States, <=50K
154236,59, ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female,40, United-States, >50K
153546,27, Self-emp-inc, Assoc-voc, Married-civ-spouse, Other-service, Wife, White, Female,36, United-States, >50K
182355,19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,20, United-States, <=50K
191444,23, ?, HS-grad, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
44216,25, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,35, United-States, <=50K
97688,40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,48, United-States, >50K
209022,53, Private, 11th, Divorced, Other-service, Not-in-family, White, Female,37, United-States, <=50K
96016,32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States, <=50K
52138,72, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,25, United-States, >50K
159046,61, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
138634,42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
130125,17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,20, United-States, <=50K
247355,73, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,16, Canada, <=50K
227065,41, Self-emp-not-inc, Some-college, Separated, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
244771,23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,20, Jamaica, <=50K
215616,23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,40, Canada, <=50K
386672,65, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,15, United-States, <=50K
177543,45, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,50, United-States, <=50K
617021,52, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,40, United-States, >50K
117109,24, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,27, United-States, <=50K
373550,23, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
19847,30, Private, Some-college, Divorced, Tech-support, Own-child, White, Female,40, United-States, <=50K
189590,26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
58343,37, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,56, United-States, <=50K
354201,17, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
119422,31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
363405,52, Private, HS-grad, Separated, Adm-clerical, Other-relative, White, Female,40, United-States, <=50K
181863,63, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,27, United-States, <=50K
194472,27, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,60, United-States, <=50K
247328,31, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
130731,71, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,35, United-States, <=50K
236910,35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, <=50K
378251,44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,38, United-States, <=50K
120760,36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, China, <=50K
203182,22, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female,20, United-States, <=50K
130304,32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,48, United-States, <=50K
352542,30, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
191024,60, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K
197728,25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
316185,76, Private, 7th-8th, Widowed, Protective-serv, Not-in-family, White, Female,12, United-States, <=50K
89226,41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
292353,26, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,40, United-States, <=50K
304570,45, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,40, ?, <=50K
180296,32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
361487,22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
218490,39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
231777,63, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
189832,23, Private, Assoc-acdm, Never-married, Transport-moving, Unmarried, White, Female,40, United-States, <=50K
232308,61, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
33308,31, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
333677,25, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States, <=50K
170651,33, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
343403,39, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,36, United-States, <=50K
166386,53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,40, China, <=50K
48099,26, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
143062,21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,32, United-States, <=50K
104704,18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,40, United-States, <=50K
30497,34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
174325,44, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, United-States, >50K
286675,31, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,50, United-States, <=50K
59474,44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
378384,42, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K
245842,43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,44, Mexico, <=50K
274222,33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,38, United-States, >50K
342575,21, Private, Some-college, Never-married, Sales, Own-child, Black, Female,30, United-States, <=50K
206051,30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, >50K
234213,55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, <=50K
145189,57, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
233490,37, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,50, United-States, <=50K
344129,32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, >50K
171315,62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K
181485,31, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Black, Male,40, United-States, >50K
255412,51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, France, >50K
262409,37, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Female,45, United-States, <=50K
199590,45, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,38, Mexico, <=50K
84726,47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
226883,31, ?, HS-grad, Divorced, ?, Own-child, White, Male,75, United-States, <=50K
184335,75, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,30, United-States, <=50K
102025,43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,50, United-States, <=50K
183898,39, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,60, Germany, >50K
55291,30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
150025,27, Private, 5th-6th, Never-married, Handlers-cleaners, Other-relative, White, Male,40, Guatemala, <=50K
100584,44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
181755,53, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,35, United-States, >50K
150528,40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
107277,18, Private, 11th, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
247205,33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,40, England, <=50K
291979,20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
270985,38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,50, United-States, <=50K
62605,48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,35, United-States, <=50K
176863,46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
53197,51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
267776,35, Self-emp-not-inc, HS-grad, Never-married, Other-service, Other-relative, White, Female,30, United-States, <=50K
308205,24, Private, 7th-8th, Never-married, Handlers-cleaners, Other-relative, White, Male,40, Mexico, <=50K
306383,30, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,50, United-States, <=50K
35494,70, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,30, United-States, <=50K
291968,26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,44, United-States, <=50K
80933,34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
271828,46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
121993,70, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,5, United-States, <=50K
31023,37, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
36425,36, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Female,35, United-States, <=50K
407684,23, Private, 9th, Never-married, Machine-op-inspct, Other-relative, White, Female,40, Mexico, <=50K
241895,28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
158555,44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
140363,58, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,30, United-States, <=50K
123429,53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
40060,23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
290286,26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, <=50K
249271,21, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K
106169,34, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,50, United-States, <=50K
76487,43, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
437994,22, Private, Some-college, Never-married, Other-service, Other-relative, Black, Male,20, United-States, <=50K
113555,41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,50, United-States, >50K
160120,36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, Vietnam, <=50K
343079,41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,20, United-States, <=50K
406662,27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
37618,42, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, <=50K
114158,27, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,35, United-States, <=50K
115562,41, Private, HS-grad, Divorced, Protective-serv, Own-child, White, Male,40, United-States, <=50K
353994,32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,40, China, >50K
344891,21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,20, United-States, <=50K
286750,44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,50, United-States, >50K
194197,29, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
206599,19, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,22, United-States, <=50K
596776,21, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,40, Guatemala, <=50K
56841,46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
112561,38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K
147110,43, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,48, United-States, >50K
175339,54, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
234901,38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
298133,18, ?, Some-college, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
217083,50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
97757,30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,36, United-States, >50K
151868,30, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
25864,28, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,35, United-States, <=50K
109419,26, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,45, United-States, <=50K
203070,37, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,43, United-States, <=50K
107843,32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States, >50K
